EatMeat,-0.035924276,-0.048409356,0.12417433,0.020738392,0.020062017,0.011129194,-0.61619785,0.101504084,0.271158304,0.102718195,0.173609882,1.056006163,-0.129779448,-0.161536674,0.404065586
EatMeat,0.010364109,-0.030241225,0.135325113,0.003878063,0.007493686,0.008245853,-0.136603935,-0.159384805,0.432366666,0.007856785,0.064321477,1.251559474,0.031960677,-0.079064111,0.764912862
EatMeat,0.011861181,-0.042412652,0.124462552,0.010551544,0.015101058,0.014196662,0.13947638,-0.041239345,-0.238294805,0.013394509,0.130523182,1.063578442,0.041384801,-0.114369523,0.618780734
EatMeat,0.011135525,-0.035724216,0.129004584,0.003217332,0.004937875,0.006714457,0.003464543,-0.042837466,0.373647007,0.008815705,0.087898794,1.136808859,0.036443766,-0.095141133,0.688425376
EatMeat,0.010767628,-0.036237928,0.127573649,0.005103495,0.005373013,0.006611351,-0.118967702,-0.355174981,0.019334925,0.008832865,0.090566391,1.111867976,0.035613613,-0.097122294,0.674352294
EatMeat,0.010655721,-0.031387329,0.126776801,0.00300289,0.005771497,0.007447856,0.162083793,-0.114363844,0.170690255,0.008115047,0.068335313,1.098197441,0.034487396,-0.08446467,0.721929638
EatMeat,0.009385851,-0.024134318,0.129508125,0.002093273,0.003548809,0.006306542,0.273621145,-0.075557461,-0.010445169,0.006161713,0.040183616,1.145470788,0.028905889,-0.064667689,0.817524235
EatMeat,0.010360721,-0.025882297,0.128872342,0.003671509,0.006502973,0.007354257,0.250943752,-0.173059794,0.215567661,0.007795699,0.047137314,1.13473826,0.032273163,-0.069252678,0.802309508
EatMeat,0.010331896,-0.021128337,0.129801432,0.003355257,0.004742831,0.005842892,-0.251617955,0.397646389,0.083577778,0.007665827,0.031223334,1.150421835,0.031331187,-0.056381167,0.89575116
EatMeat,0.010453979,-0.014660307,0.12840271,0.004162645,0.006987934,0.005598447,-0.334298867,-0.038737713,0.351911747,0.008046226,0.016325758,1.12573594,0.030987132,-0.039322014,1.103077008
EatMeat,0.00932312,-0.015940348,0.129252116,0.002600483,0.003666388,0.006952354,-0.177045817,0.030552818,-0.220637376,0.006176746,0.017794004,1.141247574,0.02768935,-0.042794678,1.00906657
EatMeat,0.009616428,-0.015594482,0.131445991,0.003750434,0.004373938,0.006907576,0.077193123,-0.062696799,0.103345621,0.006795663,0.017245729,1.180186557,0.02824538,-0.041496925,1.039090869
EatMeat,0.009991116,-0.01302592,0.128078884,0.00418245,0.003833366,0.006035171,0.313886362,-0.040024442,-0.02196787,0.00748583,0.012093309,1.12018395,0.029446897,-0.035041358,1.164598568
EatMeat,0.008706009,-0.012101915,0.128456964,0.003751011,0.003492559,0.005894277,0.149649026,0.092717426,-0.080209036,0.005655547,0.010405927,1.126751664,0.025517153,-0.032664887,1.144911824
EatMeat,0.009560479,-0.019336277,0.129647149,0.003676243,0.005171103,0.00640464,0.342692085,0.293009311,0.245797924,0.006798954,0.026465445,1.147909545,0.028777336,-0.051778917,0.919261742
EatMeat,0.008689033,-0.016196348,0.128450182,0.004497986,0.008830016,0.006559497,0.25312191,0.429051648,0.38221768,0.005900271,0.020598259,1.1269038,0.025928268,-0.043707865,0.977362851
EatMeat,0.010030111,-0.013824463,0.129275851,0.003739728,0.004243992,0.006235202,0.32870232,-0.06599301,-0.012212434,0.007360645,0.013653362,1.141285478,0.029510737,-0.037022431,1.12613511
EatMeat,0.009233273,-0.017903646,0.126661513,0.003955625,0.004509654,0.005829845,0.184948576,-0.057977633,-0.05943512,0.006402791,0.022571258,1.095520902,0.027990579,-0.048528735,0.936869064
